tanggal;review
25/12/2025 21:08;kenapa siih bri mo ku selalu ke tarik dana 11ribu. 6500. 3500. .. dan itu berulang x bukan cuma sekedar tiap bulan skali . makin BT pake nya mngkanya gk pernah aku isi bnyak banyak selalu tiba tiba ke tarik
25/12/2025 20:22;habis update malah tidak bisa terbuka
25/12/2025 20:08;ok masuk
24/12/2025 23:47;gampang trobel sekarang.
24/12/2025 23:46;verifikasi wajah gagal terus...sampai datang ke bank BRI tetep gak bisa ..kenapa kayak gitu ya...knp sdh ke bank tidak bisa mengatasi
24/12/2025 23:29;šŸ‘¨šŸ‘¨šŸ‘¨
24/12/2025 23:26;knpa ya BRImo saya gk bisa d buka awal buka layar BRImo tp stelah nya bleng gk bisa buka apa2..bleng aj saya kira lagi gangguan tp ko punya ade saya mah bisa d buka..mau d aupgerd juga gk bisa
24/12/2025 23:26;sangat membantu sekali
24/12/2025 23:13;semuanya fiturnya berguna sekali dan tidak ada kendala
24/12/2025 23:13;baik
24/12/2025 23:10;good
24/12/2025 23:06;kenapa min apk brimo gue ga bisa di buka sudh 3 hari ,jadi warna putih min gimana solusi nyah min
24/12/2025 23:02;hp samsung j7 prame gak bisa di pake aplikasi brimo kenapa iya,padahal sudah di update..
24/12/2025 23:01;sangat mudah dan simple
24/12/2025 23:01;sangat membantu.pokoknya is the best...
24/12/2025 23:00;pengoperasiannya mudah dan menyenangkan
24/12/2025 22:55;poin nya ko nga nambah2 ..
24/12/2025 22:39;Sejauh ini sangat baik, mudah mudahan kedepan nya lebih baik lagi
24/12/2025 22:38;sangat bagus dan puas menggunakan brimo
24/12/2025 22:36;Salah satu menu aplikasi kenapa masih terjadi gangguan terus sejak di update. Sdh call center, sdh ikuti petunjuk notif tapi tetap tak berhasil. Begitu diklik salah satu menu aplikasi di BRIMO menutup dgn sendirinya Mohon hal ini bs jadi perhatian serius utk kendala dan keamanan bagi nasabah/user
24/12/2025 22:28;mudah dn amat efesien waktu.
24/12/2025 22:27;sangat membantu
24/12/2025 22:16;halo brimo lagi gangguan kah? kenapa di saya ga bisa login ya udah coba instal ulang apk tapi tetep aja ga bisa login. sebelumnya ga pernah begini
23/12/2025 23:58;tidak bisa login
23/12/2025 23:57;PLISSS LAHH WOII ITU FITUR KEAMANANYA DIBUAT LEBIH SIMPLE LAGI LAH. BUAT JDI ON/OFF AJA.. INI TUH LGI DIBUTUHIN CEPET Masa setiap saya mau transaksi biar ga ketemu fitur keaman ngeselin itu sy harus RESTART HP DULU TERUS BARU BISA.. LAH GA PRAKTIS DONG!!! kan ga nyaman bngt mana pas antriannya panjang pula
23/12/2025 23:50;mantap
23/12/2025 23:45;terimakasih sangat membantu
23/12/2025 23:42;nice
23/12/2025 23:33;tambahin dong fitur masa jelek gini, bisa lihat sisa saldo dan riwayat transaksi di layar depan kaya bank mandiri tanpa harus login ke brimo
23/12/2025 23:28;terbaikšŸ‘¨šŸ‘¨
23/12/2025 23:25;baru daftar brimo tapi tidak bisa log in terus .. invalid request katanya .. gimana nih solusinya
23/12/2025 23:16;mudah dan sangat membantu
23/12/2025 23:11;asalamualaikum wr. wb brimo saya g bisa di buka
23/12/2025 23:09;kenapa akhir2 ini tiap bukak brimo slalu blang putih
23/12/2025 23:06;ok
23/12/2025 22:53;makin mantap dengan BRImo
23/12/2025 22:41;Sangat membantu
23/12/2025 22:40;habis di update baru buka udah stak metal nga bisa di buka apk nya
23/12/2025 22:37;kenapa tombol finger yang digunakan ketika akan login tidak ada. sedangkan fingerprint sudah diaktifkan semua
23/12/2025 22:32;dari kemarin tidak bisa buka aplikasi ini kenapa ya?
23/12/2025 22:28;mempermudah
23/12/2025 21:56;ini aplikasi udah diperbaharui kok eror mulu ga bisa masuk gimana ini males ke kantor
23/12/2025 21:45;kenapa Saya buka aplikasi Brimo Terus jadi putih. sudah saya update masih sulit di buka
22/12/2025 23:58;kenapa mau login harus verifikasi awal lagi foto ktp dll. padahal di hp ku yg lama langsung login tanpa verifikasi. tlong pihak brimo bantu jawab šŸ™¸
22/12/2025 23:49;sangat memudahkan kan kita transaksi
22/12/2025 23:45;baik
22/12/2025 23:36;sangat bagus dan lanc ar
22/12/2025 23:34;semoga sukses.
22/12/2025 23:32;terimakasih BRI sudah memudahkan bertransaksi setiap saat
22/12/2025 23:28;Mempermudah transaksi harian dan rendah biaya admin
22/12/2025 23:28;kenapa sekarang brimonya kok sering erorr kenapa yaa, masak setiap dibuka pagi gak pernah bisa, aslinya bagus bisa memudahkan untuk melakukan transaksi apapun, tapi kok mesti ada kendalanya itu kenapa ya
22/12/2025 23:25;bagus
22/12/2025 23:22;aplikasi sangat memudahkan
22/12/2025 23:20;Brimo kacau, keluar aplikasi terus
22/12/2025 23:20;setelah di update malah sering eror...parah
22/12/2025 23:19;bgus bgus pisan
22/12/2025 23:15;bagus banget nii
22/12/2025 23:00;uang saya tiba-tiba hilang enggak tau kemana, padahal saya tidak ada transaksi kacau ini aplikasi,saya ga terima bangett sih ,
22/12/2025 22:44;problem solved terimakasih cs gercepšŸ™¸
22/12/2025 22:39;ok sekali
22/12/2025 22:28;kenapa brimoku tiba tiba tidak bisa di buka??begitu masuk aplikasi,layar hp langsung putih.
22/12/2025 22:15;pelayanan terbaik
22/12/2025 22:07;rekening pinjaman menunggak.kenapa rekening pribadi asal main menangguhkan!!! sudah jelas itu pinjaman untuk keperluan lain&meminjam data.supaya mendapatkan pinjaman lebih besar.. kenapa rekening pribadi juga ikut di serang!!!
21/12/2025 23:57;sangat sangat membantu juga mempermudah transaksi.
21/12/2025 23:48;lebih mudah buat transfer,beli listrik.beli pulsa
21/12/2025 23:43;sangat membantu
21/12/2025 23:13;tolong bantu saya login
21/12/2025 23:08;sangat mudah digunakan
21/12/2025 23:04;payah, udah 2 hari brimo gak bisa dibuka sedangkan kartu atm gak ada trus uang di brimo semua
21/12/2025 22:44;mantap
21/12/2025 22:36;mantap
21/12/2025 22:35;ini knpa ya udah 2 hari aplikasi brimo saya gk bisa dibuka ..udah dihapus saya instal lagi begitu lg gk bisa kebuka .. mohon petunjuknya
21/12/2025 21:49;mantap
21/12/2025 21:30;mantap
21/12/2025 20:41;buat pengajuan pembayaran dan sudah nunggu sesuai waktu yg ditentukan 14 hari kerja, tapi masih belum terselesaikan. dan ketika ditanyain lagi harus nunggu lagi 10 hari kerja. tidak akan saya simpen lagi uang saya di bank ini
21/12/2025 20:29;sangat membantu
21/12/2025 20:04;makin susah KTP hilang gabisa login
21/12/2025 19:46;mantap bermanfaat
21/12/2025 19:34;mantab
21/12/2025 19:31;Bagus
21/12/2025 19:26;sangat nyaman dan terpercaya
21/12/2025 18:56;saya coba verifikasi KTP susah selalu gagal dan sulit di acc oleh sistem, saat verifikasi wajah selalu gagal saat kedip mata hingga kepala saya pusing karena terlalu banyak mengedipkan mata, saat sudah berhasil verifikasi wajah dan berkedip verifikasi data nya selalu salah, ini bagaimana solusinya hingga pagi hari saya harus mengurusi aktivasi akun seperti ini, tolong di perbaharui fitur yang ini, bagi saya sangat menyulitkan nasabah.
21/12/2025 18:38;mudah digunakan
20/12/2025 23:56;gagal terus ketika verifikasi muka. padahal sudah menghadap kamera
20/12/2025 23:42;kenapa gak bisa buka brimo ya kaka
20/12/2025 23:40;Sangat membantu dan mempermudah
20/12/2025 23:40;sangat baik
20/12/2025 23:29;flexibel ...šŸ‘¨šŸ‘¨šŸ‘¨
20/12/2025 23:27;semoga semakin jaya dan sukses selalu
20/12/2025 23:25;kok pas saya buat akun dan tinggal isi pin kok eror terus terjadi kesalahan LADCS padahal udah sesuai syarat
20/12/2025 23:19;jos
20/12/2025 23:01;di manapun berada tetap bisa transaksi
20/12/2025 22:57;mantap sekali,
20/12/2025 22:36;sering eror aplikasi,kadang gak bisa di buka.... harus copot dan instal ulang...
20/12/2025 22:10;cepat dan mudah
20/12/2025 22:07;baik
20/12/2025 22:03;aku suka
20/12/2025 22:01;Mudah dalam penggunaannya dan praktis
20/12/2025 21:53;aman dan terpercaya
20/12/2025 21:49;tolong ka,saya beli pulsa TPI keterangan masih diproses belum sukses, sedangkan saldo udh kepotong,tolong kejelasan nyašŸ™¸šŸ¸»
20/12/2025 21:48;loding nya susah sekali ketika mau masuk aplikasi nya banyak alesan aplikasi nya
20/12/2025 21:36;laporan susah tersambung dengan operator, sekalinya tersambung nyoba pagi hari jam 04:00 operator malah tidak jawab tidur , dan tlp kedua operator pura2 tidak ada sinyal dan tiba2 tlp ditutup dengan suara bangun tidur , kecewa banget pelayanan bank negara seperti ini.
20/12/2025 21:25;sangat membantu
19/12/2025 23:49;mantap
19/12/2025 23:39;sangat membantu sekali
19/12/2025 23:37;Brimo sangat membantu transaksi
19/12/2025 23:35;ok
19/12/2025 23:13;sangat bagus
19/12/2025 23:02;good
19/12/2025 23:00;kecepatan dalam pengiriman uang
19/12/2025 22:28;mantap banget mudah di gunakan
19/12/2025 22:02;Aplikasi yang mantap, ringkas dan cepat
19/12/2025 22:00;tanpa kendala
19/12/2025 21:56;keren abis
19/12/2025 21:16;š¯–«š¯—‚š¯—„š¯–¾ š¯–³š¯—ˆ š¯– š¯—‰š¯—‰š¯—…š¯—‚š¯–¼š¯–?š¯—¨š¯—‚š¯—ˆš¯—‡
19/12/2025 20:54;makin lama makin ribet,tiap buka aplikasi disuruh ambil wajah, lihat KTP, ribet banget,mana suka ulang ulang lagi, alasan gelap, iya gelap lah malam
19/12/2025 20:26;mempermudah
19/12/2025 18:22;bagus sekali
19/12/2025 17:45;top
19/12/2025 17:42;good
19/12/2025 17:25;updet terbaru makin ribet login ya. aq gk suka sama versi yg terbaru ini harus punya wa.
19/12/2025 17:16;kenapa selalu update Mulu terus QR nya juga kadang error kek pukki
18/12/2025 23:57;sangat bergunaa
18/12/2025 23:37;sangat membantu pokoknya mantapla apknya joss
18/12/2025 23:28;sangat baik
18/12/2025 23:22;oke
18/12/2025 23:08;bagus
18/12/2025 23:08;Lebih mudah dlam pembayaran,tagihan
18/12/2025 22:56;sangat membantušŸ‘¨šŸ‘¨
18/12/2025 22:51;praktis dan cepat
18/12/2025 22:48;Terima kasih dengan adanya BriMo transaksi jadi mudah
18/12/2025 22:43;sangat bagus
18/12/2025 22:35;baik
18/12/2025 22:15;sangat membantu
18/12/2025 22:12;mantap
18/12/2025 22:07;kerenšŸ˜?
18/12/2025 21:34;baguts
18/12/2025 20:47;brimo adalah aplikasi yg sangat mmbntu dlm segi pentransferan mau pun mngecek keadaan uang kita dan mudah untuk transaksi
18/12/2025 20:39;lumayan puas dengan transaksi nya.. selebihnya harapan saya selama ada saldo ataw bertransaksi di brimo keamanan nya terus bertahan dan bisa lebih semakin ketat keamanan nya. selebihnya ok leh puas ,, terimakasih brimo
18/12/2025 19:29;tiba2 aplikasi nya bug..
17/12/2025 23:51;sensitif banget sama sinyal!!! mau cek no rek aja sampe ga bisa padahal udah pake wifi
17/12/2025 23:47;sangat bagus pelayanan nya dan jadi mudah untuk bertransaksi, sangat puas
17/12/2025 23:42;kebanyakan potongan walaupun 1000-3000 tapi itu juga uang,
17/12/2025 23:30;sangat cepat responnya
17/12/2025 23:25;mudah di gunakan
17/12/2025 23:10;memuaskan layanan BRI
17/12/2025 22:47;aplikasi brimo sangat membantu dalam transaksi keuangan
17/12/2025 22:42;makin kesini makin ribet bnyk aturannya
17/12/2025 22:37;bagus
17/12/2025 22:26;aplikasinya sangat membantu saya
17/12/2025 21:44;kenapa setelah update, selalu close sendiri dan gak bs terbuka
17/12/2025 21:29;top markotopšŸ‘¨šŸ‘¨šŸ‘¨
17/12/2025 21:26;lancar dan mudah untuk transaksi
17/12/2025 20:54;buat akun brimo macam buat rumah tangga susah minta ampun
17/12/2025 20:23;kk sya mau donlot aplikasi bri lgi tpi gx bisa mngestal susah trus...
17/12/2025 18:43;simple
17/12/2025 17:57;mantap,, sangat membantu mempermudah pembayaran
17/12/2025 17:44;Sangat membantu sekali dalam transaksi online dilakukan dalam jangka wkt 24 jam bisa transaksi kapan saja
17/12/2025 17:22;sangat membantu
16/12/2025 23:59;sangt mbantu
16/12/2025 23:49;saldo sering berkurang sendiri
16/12/2025 23:41;sangat membantu cepat dan simple ga pake ribet.
16/12/2025 23:31;mantap pokoknya
16/12/2025 23:31;update terakhir bikin aplikasi turun jadi kelas sampah
16/12/2025 23:21;sangat membantu
16/12/2025 23:10;sangat membantu
16/12/2025 22:58;hidup lebih mudah dgn brimo
16/12/2025 22:54;sangat membantu
16/12/2025 22:38;baik
16/12/2025 22:34;mudah dan lancar hanya saja dalam transper ke rekening bank agak ribet seharusnya lebih mudah tanpa menggunakan @ Segala misal. nama dan reg aja kan lebih muda..
16/12/2025 22:14;baru install sih, lumayan utk saat ini smooth
16/12/2025 21:57;mohon bantuanya pak, saya mau dftar brimo lewat hp tpi kendalanya ktp saya kurang jelas jdi gagal terus, tolong bantuanya terimakasih
16/12/2025 21:44;lumayan cuman saya harap semoga tidak ada lagi kru atau karyawan BRI yg selalu mengambil atu menupulasi uang NASABA
16/12/2025 20:32;good
16/12/2025 20:32;bagus
16/12/2025 20:11;oke
16/12/2025 19:33;BRImo top markotop
16/12/2025 18:47;aplikasinya mantap
16/12/2025 18:07;kenapa punya saya gak ada notif brimo nya min udh saya aktifin semua tapi belum ada notif bunyi brimo
15/12/2025 23:59;sangat membantu
15/12/2025 23:58;sangat bermanfaat
15/12/2025 23:57;Cepat dan rekomended
15/12/2025 23:56;ok banget luncur lancar terbaik
15/12/2025 23:46;jaringan saya selalu bagus tapi kalau buka aplikasi error terus, tolong di pertimbangan kan
15/12/2025 23:31;mantapp
15/12/2025 23:30;gara?² ada kendala jdi di uninstall,,,setelah diinstal lagi malah jdi aneh saya harus bolak balik login,,setiap saya masuk harus verifikasi segala macam pdhl sudah bolak-balik login
15/12/2025 23:26;sudah lapor lewat email, balasannya tidak lebgkap mengirimkan file. Di minta kirim apa aja belum ada info, tina tiba di balas seperti itu dan dintutup keluhan nya.
15/12/2025 23:19;belum bisa merekam wajah...
15/12/2025 23:18;cepat tanpa ribet
15/12/2025 23:04;good
15/12/2025 22:53;Yah udah diperbaiki. Aman. Bagus.
15/12/2025 21:16;keren sekali
15/12/2025 19:03;good
15/12/2025 19:00;tambah kan ubah nomor hp. biar mudah untuk ganti no hp....
15/12/2025 18:57;terimakasih BRImo sekarang transaksi jadi lebih mudah
15/12/2025 18:36;Semoga Lebih Baik,Lebih Aman Dan Tidak Ada Kendala
15/12/2025 18:24;bagus
15/12/2025 17:55;bagus dan bermanfaat
15/12/2025 17:19;The best
14/12/2025 23:45;mantap dah
14/12/2025 23:42;Ok pull
14/12/2025 22:58;Alhamdulillah jadi mudah
14/12/2025 22:22;šŸ«°šŸ¸»
14/12/2025 22:08;Bagus sekali
14/12/2025 21:51;aplikasi brimo memang ok
14/12/2025 21:41;cepat aman
14/12/2025 20:56;bagus
14/12/2025 20:49;sekarang ribet pakai verifikasi ktp segala padahal dulu via sms suda bisa log in
14/12/2025 20:21;terima kasih
14/12/2025 20:01;bagus bgt deh pokok nya
14/12/2025 17:56;saya semalam melakukan pembelian qris gagal, tapi saldo saya sudah terpotong
14/12/2025 16:55;dengan BRI asikk
14/12/2025 16:35;sangat baik
14/12/2025 16:31;mantaap
14/12/2025 16:13;tidak memuaskan gagal transaksi saldo kepotong gak balik
14/12/2025 16:12;tidak bisa input huruf saat memasukkan kode pelanggan untuk bayar pdam padahal dulu bisa. mengapa?
14/12/2025 16:11;keren
14/12/2025 15:39;brimo.. Eror teruss
13/12/2025 23:57;kurang bagus aplikasinya
13/12/2025 23:57;tolong di periksa saldo saya berkurang bukti transaksinya tidak ada
13/12/2025 23:54;aplikasi brimo ini sangat dan sangat terbaik dan sangat membantu terimakasih
13/12/2025 23:53;keren pembayaran jadi lebih gampang pakai brimo
13/12/2025 23:50;sangt membantu
13/12/2025 23:34;luar biasa
13/12/2025 23:34;sangat membantu
13/12/2025 23:24;BRIMO sangat membantu saya dalam bertransaksi,,, terus tingkatan layanan nya
13/12/2025 23:22;good aplication
13/12/2025 22:57;bagus
13/12/2025 22:52;Cukup membantu
13/12/2025 22:49;saya tidak bisa login
13/12/2025 22:11;kenapah sekarang masuk brimo harus verifikasi ktp,saya ada di Taiwan jadi susah buat masuk gara gara ke uninstall apk yah,biasa cuman verifikasi pin dan kode otp sudah bisa tolong segera di perbaiki
13/12/2025 21:46;saldo kosong
13/12/2025 21:25;sangat membantu
13/12/2025 21:24;Kenapa si nggak bisa masuk. Setiap mau masuk keluar keluar mulu. Makin hari makin parah ini apk.
13/12/2025 20:12;saldo kepotong 100k tanpa kejelasan, diriwayat juga tidak ada, masa potongan perbulan 100k?
13/12/2025 20:08;ko jadi jelek begini ya saldo tiba2 berkurang makn kesini makin gk jls aplikasi brimo apa ada permainan di dlm
13/12/2025 19:58;bagus
13/12/2025 19:28;gimna qris saldo udah kepotong tapi gagal
12/12/2025 23:43;sangat bagus
12/12/2025 23:39;mantab
12/12/2025 23:18;ini knp brimo skrng jdi bermasalah tdk bisa login padahal sdah 4x dtang ke bank BRI langsung buat urus biar bisa login TPI malah tetap ga bisa..padahal sy pake brimo sdah lama kurang lebih 3-4 THN padahal email dan password di hafal tapi tetap minta KTP,,KTP sdah ad TPI tetap TDK bisa login hadehhh capek 4x ke bank buat urus itu TPI ga bisa2 login bahkan cs bank pun tdk bisa bantu
12/12/2025 23:11;transaksi lebih mudah
12/12/2025 23:08;bagus tidak lemot
12/12/2025 23:08;Sangat mempermudah
12/12/2025 23:05;sangat mudah dan cepat sangat membantu bngett
12/12/2025 22:48;untuk login ulangnya semakin sulit karena menggunakan kode OTP
12/12/2025 22:41;semoga lancar terus pakai brimo permudah pembayaran
12/12/2025 22:31;bagus.permudah transaksi
12/12/2025 22:30;saya sangat terbantu dengan adanya aplikasi ini
12/12/2025 22:26;sangat simpel
12/12/2025 22:17;cepat TF nya
12/12/2025 22:10;lengkap dan sangat udah sekali
12/12/2025 21:51;kenapa fitur fingerprint gabisa diaktifin ya
12/12/2025 21:45;mantap dan memudahkan
12/12/2025 21:25;bagus
12/12/2025 20:33;BAGUS BANGET
12/12/2025 20:21;sangat membantu
12/12/2025 20:07;Makin sering eror ini aplikasi
11/12/2025 23:54;Saya tidak bisa login, padahal username dan password sudah sesuai.. Ketika saya memakai menu lupa user, dan saya isi isiannya mulai nomor KTP, nama ibu kandung, dan nomor rekening.. Muncul keterangan rekening tidak ditemukan pada brimo.. Itu kenapa?
11/12/2025 23:53;sangat bagus dan membatu
11/12/2025 23:46;mantap
11/12/2025 23:46;keren si...
11/12/2025 23:15;sejauh ini lancar
11/12/2025 23:15;kerennn,, makasih banget
11/12/2025 23:11;bagus
11/12/2025 22:59;The best pokok nya
11/12/2025 22:56;App Ruwettt mau cuman screenshot bukti transfer tidak bisa!
11/12/2025 22:54;aplikasi sampah gila ngeri bgt, status pembayaran gagal uang bisa kepotong, tolong dong TI, QA / Vendor yang buat kerjanya yang bener
11/12/2025 22:38;mudah cepat hemat
11/12/2025 22:34;jozzz
11/12/2025 22:30;user friendly
11/12/2025 22:25;sangat membantu transaksi nya
11/12/2025 22:16;sangat bagus, memudahkan transaksi pembayaran
11/12/2025 22:12;mudah d gunakan
11/12/2025 21:48;luarbiasa
11/12/2025 21:16;mengajukan pengaduan transaksi gagal tapi saldo terpotong.disuruh tunggu 10 hari tapi sudah hampir sebulan laporan statusnya dalam proses. sistem yang sangat buruk dalam penangani laporan pengaduan
11/12/2025 21:12;semua lancar pakai brimo
10/12/2025 23:59;lebih praktis, mempermudah transaksišŸ‘¨šŸ‘¨šŸ‘¨šŸ‘¨
10/12/2025 23:49;gajelas banget banyak potongannya
10/12/2025 23:44;Knp skrng BRImo ndak bisa di Screen Shoot...bagi penting....ada hubungan nya dengan pekerjaan...mohon penjelasan dan solusinya...over all ...baik aplikasi nya...terima kasih
10/12/2025 23:30;memuaskan sekali
10/12/2025 23:18;membantu
10/12/2025 23:11;okey,
10/12/2025 23:06;bagus
10/12/2025 23:01;ok
10/12/2025 23:01;kendala sewaktu membuat rekening online agak ribet sampai ga bisa login sampai membuat panggilan telpon 2_3 kali mungkin demi menjaga privasi kita.bagi saya yang di luar negeri sangatemudahkan
10/12/2025 22:58;membantu dalam bisnis
10/12/2025 22:47;bagus banget
10/12/2025 22:42;BRIMO sangat membantu untuk aktivitas transaksi keuangan saya,saya tidak harus datang ke BANK untuk transaksi .
10/12/2025 22:35;Terbaik
10/12/2025 22:27;sagat membantu
10/12/2025 21:57;mantap.. transaksi jdi mudah
10/12/2025 21:56;Potongan bulanan banyak, padahal blm pernah d pakai.
10/12/2025 21:53;baik
10/12/2025 20:54;mantap
10/12/2025 20:33;sejauh ini membantu
10/12/2025 20:30;sangat bermanfaat
09/12/2025 23:59;lebih cepat dan mudah mengirim uang
09/12/2025 23:47;mudah dan cepat
09/12/2025 23:47;joos dan simpel
09/12/2025 23:27;mantap
09/12/2025 23:23;aplikasinya sangat bermanfaat, mudah, solusi pembayaran dengan cepat!!!
09/12/2025 23:16;Sangat baik dan memudahkan bisnis saya
09/12/2025 23:01;jos gandos
09/12/2025 23:01;aplikasi nya mudah digunakan dan cepat. pertahankan terus..
09/12/2025 22:57;Layanan terbaik
09/12/2025 22:48;lancar
09/12/2025 22:34;tidak bisa login, invalid request
09/12/2025 22:33;sangat dipermudah dengan adanya aplikasi ini.. terimakasih BRI
09/12/2025 22:31;terbaik
09/12/2025 22:28;Praktis šŸ‘¨
09/12/2025 22:17;sering nge lag aplikasinya...
09/12/2025 22:14;mantap
09/12/2025 22:13;sangat membantu
09/12/2025 22:12;mantap
09/12/2025 21:27;bagus
09/12/2025 21:07;ok
08/12/2025 23:59;mantap bos ku
08/12/2025 23:32;sangat membantu dalam melakukan transaksi keuangan di rumah...
08/12/2025 23:31;good
08/12/2025 23:29;kenapa setiap transfer / nerima transferan notif nya ga masuk email, padahal email aktif, di daftar spam juga ga ada, sinyal juga bagus tolong ini kenapa
08/12/2025 23:18;Sangat baik dan mudah, praktis
08/12/2025 23:12;"kenapa saat mau login harus Poto KTP,itu membuat waktu terhambat untuk melakukan pemotretan KTP.kalau bisa hilangkan dan 1 lagi saat mau mentransfer ke wallet malah gak bisa ""maaf saldo anda tidak cukup"".itu saldo saya banyak kenapa.tolong perbaiki"
08/12/2025 23:09;saya suka sekali
08/12/2025 23:03;nyaman dgunakan
08/12/2025 23:02;sangat mudah
08/12/2025 23:00;Mudah
08/12/2025 22:53;sangat bagus
08/12/2025 22:42;ok memuaskan
08/12/2025 22:25;mantap
08/12/2025 21:17;sangat membantu untuk segala kebutuhan
08/12/2025 21:12;sangat memudahkan
08/12/2025 20:24;sangat mantap
08/12/2025 18:30;bagus
08/12/2025 18:13;mantap
08/12/2025 18:11;sangat membantu
08/12/2025 17:54;ok.. kren..
07/12/2025 23:55;oke bagus
07/12/2025 23:45;mantap
07/12/2025 23:33;jangan lah memudah kan
07/12/2025 23:13;bagus
07/12/2025 22:42;moga brimo makin lenkap aplikasi mudah di gunakan, BRI makin ok
07/12/2025 22:35;bagus
07/12/2025 22:33;ok
07/12/2025 22:15;mantap
07/12/2025 22:12;Sangat membantu
07/12/2025 22:12;bermanfaat, cepat, aman, dan mudah
07/12/2025 21:39;Bintang Yang BerbicarašŸ‘¨
07/12/2025 20:41;sudah tidak bug di fast menu lagi setelah ada update baru ya
07/12/2025 20:37;mantap semua jadi gampang
07/12/2025 18:33;pelayanan pengaduan sangat lama,, saldo saya tertahan
07/12/2025 17:34;pembayaran sat set
07/12/2025 17:31;selalu offline di jam2 tertentu seperti halnya waktu tengah malam, sedangkan kebutuhan di jam tersebut sangat memungkinkan untuk transaksi online tanpa harus ke ATM lagi. Tolong dimaksimalkan dikarenakan hampir disetiap hari selalu ada status offline atau maintenance. terlalu menghambat kebutuhan nasabah jika harus memperhatikan waktu lagi untuk bertransaksi banking di aplikasi ini.. layanannya di jam tertentu masih dinilai sangat tidak memuaskan sebagian nasabah.
07/12/2025 17:18;pemeliharaan lama sekali.. mau top up nunggu lama
07/12/2025 17:10;aplikasi bank terbaik mudah untuk transfer
07/12/2025 16:57;baik dan sangat membantu
07/12/2025 16:37;mantap dan sukses selalu šŸ™¸šŸ™¸šŸ‘¨šŸ‘¨
06/12/2025 23:59;perfect dah pokoknya nya
06/12/2025 23:55;sangat bagus
06/12/2025 23:47;mantap aplikasinya
06/12/2025 23:43;Apliaksi BRImo Bagus Untuk Bertransaksi Perbankan
06/12/2025 23:40;bagus,cepat dan mudahšŸ˜Š
06/12/2025 23:30;baguss sekali
06/12/2025 23:07;aplikasi bagus
06/12/2025 22:51;nicešŸ‘ŒšŸ¸¼
06/12/2025 22:36;pin udh cocok malah minta KTP sudah foto ktp malah gagal bri makin hari tambah bikin pusing
06/12/2025 22:07;mantap sekali ni Bromo mantap pokoknya
06/12/2025 21:48;sangat puas
06/12/2025 21:41;bagus tapi sistem kadang eror
06/12/2025 21:12;bagus pelayanan nya
06/12/2025 21:11;sangat baik
06/12/2025 21:04;menjadi solusi yg solutif..
06/12/2025 19:37;sangat memudahkan transaksi
06/12/2025 19:11;sangat membantu
06/12/2025 18:43;mantap
06/12/2025 18:24;memank mantap
05/12/2025 23:56;Good
05/12/2025 23:44;mantaf
05/12/2025 23:37;ok mudah
05/12/2025 23:36;bagus
05/12/2025 23:26;Sangat membantu
05/12/2025 23:24;sngatt berarti bagi kami
05/12/2025 23:22;sangat bagus Rugi kalian kalau sampai gak pake aplikasi ini
05/12/2025 23:15;sangat membantu
05/12/2025 23:11;fiturnya lumayan lengkap
05/12/2025 23:01;saya masih baru, tapi mau nanya apakah akan ada biaya awal untuk membukanya? kalau iya, berapa nominalnya?
05/12/2025 22:52;bagus
05/12/2025 22:40;transaksi lebih mudah
05/12/2025 22:37;sampe sekarang sih bagus tidak ada kendala apapun
05/12/2025 22:20;cepat mudah aman dan gk ribet
05/12/2025 22:08;sangat membantu
05/12/2025 22:06;best
05/12/2025 22:04;puas banget, dan ngerasa aman
05/12/2025 22:01;sangat membantu sekali dgn BRImo ini
05/12/2025 21:48;Alhamdulillah lebih praktis pakai aplikasi brimo
05/12/2025 21:48;bagus
04/12/2025 23:52;kenapah sy tidak bisa menulis simbol di bagiyan usernem,jika sprt itu bukankah saya jadi tidak bisa masuk membuka aplikasi brimo... ...
04/12/2025 23:51;keren banget šŸ’ÆšŸ’ÆšŸ’Æ pelayanan cepat banget
04/12/2025 23:48;senang menggunakan Brimo... transaksi tanpa ribet.... good for my Bank Bri
04/12/2025 23:40;cepat dan mudah
04/12/2025 23:30;Sangat simpel
04/12/2025 23:28;"tdk muncul notifikasi. kira"" kenapa ya"
04/12/2025 23:25;good
04/12/2025 23:11;mempermudah
04/12/2025 22:54;baru pertama pakai Bri. semoga bagus terus šŸ˜‡ amin
04/12/2025 22:41;sangat puas dengan Brimo Alhamdulillah
04/12/2025 22:35;kereeeennn
04/12/2025 22:33;mudah cepat
04/12/2025 22:00;Simpel,jelas,transparan,mudah
04/12/2025 21:38;worth it....
04/12/2025 21:19;sangat bermanfaat
04/12/2025 21:06;memudahkan transaksi dimana saja
04/12/2025 17:49;bagus banget buat
04/12/2025 17:40;semua mudah bila pakai brimo
04/12/2025 17:28;cukup nyaman dan memudahkan
04/12/2025 17:14;sangat bagus
03/12/2025 23:58;praktis dalam bertransaksi.
03/12/2025 23:57;APLIKASI BRIMO saya tidak bisa di buka mohon arahannya
03/12/2025 23:47;oke
03/12/2025 23:37;Daftar selalu gagal, nomor HP tidak sesuai padahal belum didaftarkan.
03/12/2025 23:35;data E-KTP udah didaftar kok jawabannya kurang data udah berapa kali tidak bisa isi pendidikan sederajat sudah nama ibu kandung sudah tetap tidak bisa tolong gimana cara biar bisa terimakasih
